t,control_mode,slam_algorithm,localization_mode,task_id,task_state,motion_mode,planner_mode,active_tool,b1_station,robot_x,robot_y,robot_theta,est_x,est_y,est_theta,pose_error,kalman_covariance,b1_x,b1_y,distance_to_target,min_obstacle,obstacle_risk,battery,battery_mode,completed_task_count,task_complete,charging,slam_landmarks,slam_updates,slam_new_landmarks,grid_occupied_cells,grid_free_cells,grid_updates,grid_entropy,scan_match_score,cartographer_submaps,loop_closures,planner_wp_x,planner_wp_y,planner_wp_active,control_v,control_w,control_tv,slam_map,grid_map
42.65,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70767,1.31406,2.37878,-1.687,1.281,2.357,0.03901,0.00716,-2.12,-1.60752,-1.0,-1.0,0.0,90.46775,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
42.8,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70765,1.31404,2.37875,-1.693,1.278,2.354,0.03897,0.00716,-2.12,-1.62402,-1.0,-1.0,0.0,90.464,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
42.95,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70763,1.31401,2.37872,-1.699,1.276,2.352,0.03923,0.00716,-2.12,-1.64052,-1.0,-1.0,0.0,90.46025,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
43.1,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70761,1.31399,2.3787,-1.706,1.274,2.349,0.03983,0.00716,-2.12,-1.65702,-1.0,-1.0,0.0,90.4565,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
43.25,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70759,1.31396,2.37867,-1.708,1.274,2.346,0.04045,0.00716,-2.12,-1.67352,-1.0,-1.0,0.0,90.45275,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
43.4,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70757,1.31393,2.37864,-1.707,1.274,2.343,0.0403,0.00716,-2.12,-1.69002,-1.0,-1.0,0.0,90.449,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
43.55,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70754,1.31391,2.37862,-1.708,1.275,2.34,0.03932,0.00716,-2.12,-1.70652,-1.0,-1.0,0.0,90.44525,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
43.7,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70752,1.31388,2.37859,-1.707,1.276,2.337,0.03755,0.00716,-2.12,-1.72302,-1.0,-1.0,0.0,90.4415,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
43.85,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.7075,1.31386,2.37856,-1.711,1.279,2.334,0.0352,0.00716,-2.12,-1.73952,-1.0,-1.0,0.0,90.43775,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
44.0,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70748,1.31383,2.37854,-1.711,1.282,2.331,0.03199,0.00716,-2.12,-1.75602,-1.0,-1.0,0.0,90.434,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
44.15,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70746,1.3138,2.37851,-1.712,1.286,2.328,0.02827,0.00716,-2.10814,-1.76,-1.0,-1.0,0.0,90.43025,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
44.3,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70744,1.31378,2.37848,-1.713,1.29,2.331,0.02411,0.00716,-2.09164,-1.76,-1.0,-1.0,0.0,90.4265,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
44.45,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70742,1.31375,2.37846,-1.714,1.295,2.336,0.01953,0.00716,-2.07514,-1.76,-1.0,-1.0,0.0,90.42275,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
44.6,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.7074,1.31373,2.37843,-1.714,1.301,2.338,0.01454,0.00716,-2.05864,-1.76,-1.0,-1.0,0.0,90.419,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
44.75,PID,CARTOGRAPHER_SUBMAP,CARTOGRAPHER_SUBMAP_SCAN_MATCHING,task3,WAIT_B1_WS2_REQUEST_T2,WAIT_B1,DIRECT,T2,TRANSIT_TO_WS2,-1.70738,1.3137,2.37841,-1.712,1.306,2.344,0.00915,0.00716,-2.04214,-1.76,-1.0,-1.0,0.0,90.41525,NORMAL,2,0,0,20,316,20,20,72,316,0.25178,3.6,4,0,-1.28,1.3,0,0.0,0.0,4.13617,"O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2","O1:-0.89,-0.89,s57;O2:-0.89,-1.07,s31;O3:-1.79,-2.51,s29;O4:-0.89,-1.25,s28;O5:-2.69,-1.61,s20;O6:-2.69,-1.43,s18;O7:-1.97,-2.51,s16;O8:-2.51,1.45,s15;O9:-2.51,1.27,s14;O10:-2.69,-1.97,s13;O11:-2.69,-1.79,s12;O12:-2.69,-1.25,s11;O13:-1.61,-2.51,s9;O14:-0.53,-0.89,s8;O15:-1.25,-2.51,s7;O16:-2.15,-2.51,s7;O17:-2.33,-2.51,s7;O18:-2.51,1.81,s6;O19:-1.43,-2.51,s4;O20:-2.69,-2.15,s2"
